 Casos notificados (suspeitos/confirmados) de Chikungunya por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2023
"Reg Saúde (CIR)/Municíp Res";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  ITUMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31006 Poços de Caldas";-;-;-;-;-;1;3;2;2;4;1;3;3;5;10;1;4;6;10;3;8;-;1;4;1;-;-;1;2;2;1;1;2;-;-;-;-;-;-;-;1;-;3;1;-;-;3;1;2;1;-;1;94
".....  SANTA RITA DE CALDAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ANDRADAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  POCOS DE CALDAS";-;-;-;-;-;1;3;2;1;4;-;3;3;5;10;1;3;5;10;3;8;-;1;4;1;-;-;1;2;1;1;1;2;-;-;-;-;-;-;-;1;-;3;1;-;-;3;1;2;1;-;1;89
".....  CALDAS";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31007 Pouso Alegre";-;2;-;2;1;-;1;-;1;-;1;1;-;-;-;1;2;-;2;1;5;-;1;1;2;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;32
".....  SANTA RITA DO SAPUCAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  TOLEDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONGONHAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  EXTREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  POUSO ALEGRE";-;2;-;2;1;-;1;-;1;-;1;1;-;-;-;1;1;-;-;1;3;-;-;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;21
".....  BORDA DA MATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CAMBUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
".....  ITAPEVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
".....  SENADOR AMARAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31008 São Lourenço";-;-;1;-;-;-;1;-;1;-;-;-;1;2;4;3;2;-;1;1;-;1;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;1;3;-;1;3;-;-;-;-;-;-;-;-;-;-;30
".....  CARMO DE MINAS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CAXAMBU";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;13
".....  ITAMONTE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
".....  PASSA QUATRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BAEPENDI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO SEBASTIAO DO RIO VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO LOURENCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
".....  CRUZILIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"31009 São Sebastião do Paraíso";-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;1;5;1;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;18
".....  SAO TOMAS DE AQUINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ITAMOGI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PRATAPOLIS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MONTE SANTO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
".....  SAO SEBASTIAO DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"31011 Três Pontas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  BOA ESPERANCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  TRES PONTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  COQUEIRAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31012 Varginha";-;-;1;1;-;1;-;1;-;-;-;-;-;-;7;-;4;3;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;24
".....  SAO GONCALO DO SAPUCAI";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
".....  VARGINHA";-;-;1;-;-;1;-;1;-;-;-;-;-;-;6;-;2;2;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;17
".....  CAMPANHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31013 Barbacena";-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
".....  BARBACENA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CAPELA NOVA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SANTA RITA DE IBITIPOCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
".....  CARANDAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ALFREDO VASCONCELOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31015 São João Del Rei";1;-;-;2;5;9;4;4;22;37;46;36;52;34;74;70;69;37;35;56;26;22;4;9;5;5;4;9;7;3;1;-;2;2;2;1;1;3;4;2;2;1;3;1;2;4;1;9;2;-;4;-;734
".....  DORES DE CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONCEICAO DA BARRA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MADRE DE DEUS DE MINAS";-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;2;4;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;21
".....  SAO JOAO DEL REI";-;-;-;2;4;8;4;4;22;37;44;35;49;27;61;57;49;27;28;26;16;9;3;5;5;4;1;9;3;2;1;-;1;2;2;1;1;1;4;1;1;1;2;1;1;3;1;9;2;-;4;-;580
".....  SAO TIAGO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  TIRADENTES";1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  BARROSO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  LAGOA DOURADA";-;-;-;-;-;-;-;-;-;-;1;-;2;6;1;6;11;6;2;23;9;12;-;3;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;88
".....  SANTA CRUZ DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CORONEL XAVIER CHAVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PRADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  NAZARENO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  SAO VICENTE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  BOM SUCESSO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;4
".....  PIEDADE DO RIO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"31016 Belo Horizonte/Nova Lima/Santa Luzia";49;39;71;64;71;113;95;128;271;367;640;831;1172;1216;1681;1445;1344;1151;1160;1080;746;648;461;431;248;264;150;101;404;87;88;74;49;58;87;44;40;50;61;251;59;33;42;37;55;42;68;56;45;72;80;156;18075
".....  RAPOSOS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  RIBEIRAO DAS NEVES";3;3;9;4;11;14;11;28;46;75;130;193;337;343;437;356;325;256;312;217;193;144;133;111;53;51;28;11;283;4;26;12;6;8;24;9;5;8;4;202;3;7;8;4;12;4;4;8;3;5;9;7;4499
".....  MOEDA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SABARA";1;1;-;1;-;2;6;8;19;20;32;22;21;35;27;40;68;67;15;16;24;49;1;5;4;26;-;1;5;3;10;2;1;4;1;-;1;1;1;2;-;1;1;-;-;-;-;1;-;1;1;1;548
".....  BELO HORIZONTE";42;32;61;55;56;92;75;80;162;228;335;422;513;446;684;530;576;455;409;429;309;252;187;162;102;116;76;54;81;48;37;41;34;36;51;30;26;29;45;34;46;18;24;25;34;26;37;34;32;49;57;128;7942
".....  BELO VALE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;13
".....  NOVA LIMA";-;-;-;-;1;2;-;2;-;3;1;-;1;2;12;7;-;1;2;18;-;9;1;-;1;1;-;-;-;2;2;1;-;-;-;-;1;1;-;1;4;2;-;-;-;1;1;-;-;1;-;-;81
".....  CAETE";1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;1;1;-;1;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;14
".....  NOVA UNIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  RIO ACIMA";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;11
".....  JABOTICATUBAS";-;-;-;1;1;-;-;-;2;4;14;15;25;18;14;15;13;8;16;21;9;8;1;7;4;3;7;1;2;-;2;1;1;1;-;1;-;-;1;-;-;-;4;2;2;1;5;3;-;2;-;-;235
".....  SANTA LUZIA";1;3;1;3;2;3;3;10;40;37;127;179;274;371;506;496;358;362;405;378;211;184;136;144;84;65;38;33;32;28;10;16;7;8;9;4;7;10;9;12;6;5;5;3;7;10;21;9;9;13;13;19;4726
"31017 Betim";1;6;3;7;13;16;24;26;33;45;75;90;150;130;222;164;101;135;132;219;142;95;64;90;67;40;29;25;53;20;9;15;5;9;4;4;7;3;3;2;6;5;10;3;5;5;1;6;12;6;2;13;2352
".....  RIO MANSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  JUATUBA";-;1;-;-;1;3;1;1;11;21;22;37;30;34;42;17;19;9;4;6;6;11;2;6;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;-;-;294
".....  MATEUS LEME";-;-;-;-;-;-;-;1;-;-;2;1;6;13;9;6;4;6;8;2;6;7;-;2;-;-;-;-;1;1;1;1;-;-;1;-;1;1;1;-;-;-;2;-;-;-;-;1;1;1;1;4;91
".....  FLORESTAL";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CRUCILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MARIO CAMPOS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  BETIM";1;3;1;2;9;6;14;14;18;19;29;33;90;62;133;120;58;84;87;191;102;62;47;66;54;30;18;20;48;16;2;10;2;2;1;3;2;2;2;2;6;4;7;2;2;2;-;5;8;1;1;6;1509
".....  BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
".....  SAO JOAQUIM DE BICAS";-;-;-;-;-;1;1;-;1;-;1;1;-;1;-;2;1;4;-;-;-;-;1;6;3;2;8;2;2;1;6;3;2;7;-;-;2;-;-;-;-;-;1;1;1;2;-;-;-;1;-;-;64
".....  ESMERALDAS";-;2;2;5;3;6;7;10;3;4;18;16;21;13;33;13;17;30;31;15;21;15;14;9;8;3;3;2;1;1;-;1;1;-;1;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;333
".....  IGARAPE";-;-;-;-;-;-;-;-;-;-;1;2;2;5;5;5;1;1;2;2;5;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;39
".....  BRUMADINHO";-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"31018 Contagem";8;14;20;15;22;39;43;48;123;135;210;229;288;311;403;419;423;398;359;293;211;151;133;119;88;65;34;35;30;14;27;22;14;13;20;16;21;16;19;14;3;14;9;7;15;12;6;9;18;16;19;16;5006
