Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Varginha,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,31012
Barbacena,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31013
São João Del Rei,0,1,0,0,1,0,0,3,0,0,0,1,0,1,1,1,5,5,13,4,1,7,7,7,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,70,31015
"Belo Horizonte,Nova Lima,Santa Luzia",7,13,15,7,14,17,18,11,6,12,11,16,12,13,34,24,37,20,28,20,14,11,13,11,8,4,6,8,3,5,2,4,4,5,1,1,2,4,7,6,3,2,4,6,6,0,5,4,2,4,45,3,538,31016
Betim,1,0,1,2,1,4,3,3,4,6,13,10,9,4,4,5,6,4,6,2,5,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,104,31017
Contagem,1,3,2,2,3,1,1,4,3,0,5,2,5,3,11,10,10,10,8,6,9,12,3,0,1,1,1,2,1,1,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,130,31018
Curvelo,1,1,1,13,0,0,0,0,0,0,2,0,1,2,2,0,1,1,3,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,38,31019
Guanhães,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,31020
Itabira,0,2,1,0,0,1,3,1,0,0,0,1,0,0,1,4,3,4,5,5,2,0,0,0,2,5,1,1,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,52,31021
Ouro Preto,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,31022
João Monlevade,0,0,1,1,0,0,1,1,1,0,0,1,1,0,2,1,3,2,3,1,1,5,0,2,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,31023
Sete Lagoas,0,0,0,2,1,1,1,0,3,2,2,1,2,3,3,0,6,7,6,4,11,2,1,5,1,2,0,1,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,74,31024
"Vespasiano,Lagoa Santa",1,2,0,0,0,0,0,1,1,0,1,0,2,3,0,1,4,3,4,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,35,31025
"Diamantina,Itamarandiba",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31026
"Turmalina,Minas Novas,Capelinha",0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,1,2,2,0,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31027
Bom Despacho,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,2,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,31028
Formiga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31030
Itaúna,0,5,3,0,1,1,1,2,1,1,3,4,1,2,0,3,2,1,2,1,0,0,3,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,44,31031
"Pará de Minas,Nova Serrana",1,0,0,1,0,0,0,1,2,0,0,1,4,2,4,6,7,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,42,31032
Caratinga,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,3,5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,28,31034
"Coronel Fabriciano,Timóteo",4,5,10,4,8,10,5,13,9,8,9,3,16,15,7,13,25,17,34,29,31,33,20,29,12,22,10,5,6,2,5,3,5,2,0,1,2,8,6,6,2,3,0,0,2,1,0,5,5,9,5,4,488,31035
Governador Valadares,6,7,1,3,4,4,8,8,1,0,4,1,5,1,2,1,3,4,6,6,5,6,6,5,2,7,2,3,2,2,2,2,1,0,1,1,1,2,0,5,0,2,1,1,0,3,0,1,2,2,2,3,147,31036
Ipatinga,4,2,10,10,11,12,6,4,6,2,10,8,9,8,7,4,16,11,18,20,25,19,15,11,7,12,13,8,8,6,4,6,3,1,3,1,6,3,4,2,6,6,1,4,2,2,4,2,3,5,6,3,379,31037
Mantena,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31038
Resplendor,0,4,12,15,11,2,3,0,0,0,1,0,1,0,1,1,1,2,3,5,3,3,2,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,83,31040
Além Paraíba,0,0,0,1,0,0,1,0,1,0,6,3,2,0,42,13,26,19,11,18,34,18,4,6,5,3,3,1,0,5,0,0,1,0,4,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,233,31041
Carangola,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2,3,4,3,3,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,31042
"Leopoldina,Cataguases",1,5,1,10,4,4,3,0,2,0,1,2,2,2,2,3,3,5,6,3,10,2,19,12,10,6,8,1,2,1,6,3,1,2,2,0,6,5,0,4,1,1,3,0,0,4,1,6,1,0,3,0,179,31044
Muriaé,0,1,1,1,1,2,0,1,1,0,1,0,1,2,2,1,3,4,10,5,7,2,4,2,2,6,5,2,3,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,31045
"São João Nepomuceno,Bicas",0,0,0,0,0,1,2,0,0,0,1,2,0,0,1,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,20,31047
Ubá,2,5,4,1,2,1,4,0,3,0,1,1,3,3,0,1,3,3,6,3,3,8,12,11,1,1,4,4,4,2,2,0,1,1,7,0,0,0,3,2,0,0,1,0,1,0,2,6,5,6,3,1,137,31048
Coração de Jesus,0,0,0,0,0,0,0,1,1,6,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,31050
Francisco Sá,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,31051
"Janaúba,Monte Azul",1,3,2,3,6,0,0,1,1,0,0,0,0,0,3,0,2,1,5,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,37,31052
Januária,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,31053
Pirapora,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,3,1,0,6,0,4,0,6,5,9,7,3,8,5,7,7,13,7,10,6,9,5,7,6,6,3,3,2,2,2,0,0,2,0,163,31055
Patos de Minas,1,0,0,1,0,2,1,0,0,0,1,4,1,5,4,4,24,2,7,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,31057
"Unaí,Paracatu",0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19,31058
Manhuaçu,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,20,31059
Ponte Nova,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,14,31060
Viçosa,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,1,2,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,31061
Araçuaí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,31064
Itaobim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31065
Nanuque,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,14,31066
Padre Paraíso,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,31067
Pedra azul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,31068
Araxá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,31070
"Frutal,Iturama",0,0,0,0,0,2,0,3,5,3,3,0,2,1,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,31071
Uberaba,1,1,0,5,1,1,4,8,2,0,3,4,5,8,9,3,1,3,4,7,4,4,1,3,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,2,0,0,1,1,0,102,31072
Ituiutaba,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,31073
"Patrocínio,Monte Carmelo",0,0,0,0,0,0,0,1,0,2,0,2,1,2,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31074
"Uberlândia,Araguari",1,8,7,3,6,8,6,9,29,56,30,36,78,29,69,33,16,24,27,36,13,9,15,1,2,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,3,0,1,0,0,0,566,31075
Manga,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31076
João Pinheiro,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31077
Congonhas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31078
Conselheiro Lafaiete,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,31079
São Gotardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31082
Bocaiúva,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,31083
Montes Claros,1,0,3,5,1,3,0,0,1,0,0,2,2,1,5,2,2,5,11,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,62,31084
Taiobeiras,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31085
Divinópolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,2,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,20,31086
"Lagoa da Prata,Santo Antônio do Monte",0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13,31087
"Oliveira,Santo Antônio do Amparo",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,31088
Campo Belo,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,13,31089
Lima Duarte,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31090
Cássia,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31091
Passos,2,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,31092
Piumhi,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,5,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31093
"Almenara,Jacinto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,6,31094
Serro,0,0,0,0,1,0,1,0,0,9,4,3,4,4,1,12,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31095
Itambacuri,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,14,31096
Juiz de Fora,0,1,9,16,34,25,49,28,21,4,26,16,27,28,35,13,25,21,12,8,9,12,11,8,9,4,8,3,3,4,0,1,0,0,2,2,2,3,0,4,2,4,3,3,0,1,0,2,2,2,0,2,504,31097
Salinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31098
"Teófilo Otoni,Malacacheta",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,31099
São Francisco,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31100
Brasília de Minas,0,0,0,0,0,0,0,1,1,0,2,3,0,2,2,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31102
